freq,product,consom,unit,tax,currency,geo\TIME_PERIOD	1985-S1 	1986-S1 	1987-S1 	1988-S1 	1989-S1 	1990-S1 	1990-S2 	1991-S1 	1991-S2 	1992-S1 	1992-S2 	1993-S1 	1993-S2 	1994-S1 	1994-S2 	1995-S1 	1995-S2 	1996-S1 	1996-S2 	1997-S1 	1997-S2 	1998-S1 	1998-S2 	1999-S1 	1999-S2 	2000-S1 	2000-S2 	2001-S1 	2001-S2 	2002-S1 	2002-S2 	2003-S1 	2003-S2 	2004-S1 	2004-S2 	2005-S1 	2005-S2 	2006-S1 	2006-S2 	2007-S1 	2007-S2 
S,4100,4141050,GJ_GCV,I_TAX,NAT,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	220.1300 	220.1300 	248.0400 	248.0400 	262.3500 	262.3500 	408.2400 	408.2400 	440.9000 	570.5300 	677.7800 	772.1300 	839.6600 	839.6600 	839.6600 	1042.3300 	1042.3300 	1167.1200 	1167.1200 	1304.8900 	1304.8900 	1304.8900 	1304.8900 	1460.3700 	1574.5700 	1574.5700 	1574.5700 	1663.9100 	1662.1500 	1662.4200 	2182.9800 	3172.8300 
S,4100,4141050,GJ_GCV,I_TAX,NAT,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	21.4600 	21.4594 	23.8000 	23.8000 	29.8100 	29.8100 	39.8860 	35.8980 
S,4100,4141050,GJ_GCV,I_TAX,NAT,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15.8920 	15.8920 	15.4460 	17.3110 	18.4700 	18.9700 	19.2020 	: 
S,4100,4141050,GJ_GCV,I_TAX,NAT,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	27.8600 	26.8000 	27.8400 	25.2200 	29.7490 	33.1500 	33.1501 	33.1900 
S,4100,4141050,GJ_GCV,I_TAX,NAT,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15.1570 	15.8100 	17.3465 	17.8000 	22.1458 	21.1331 
S,4100,4141050,GJ_GCV,I_TAX,NAT,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.9700 	5.5600 	4.4300 	4.3500 	4.7200 	5.5000 	6.1400 	6.1700 
S,4100,4141050,GJ_GCV,I_TAX,NAT,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11.7118 	11.7700 	19.8500 	20.0200 	22.0700 	22.2800 	23.4500 	: 
S,4100,4141050,GJ_GCV,I_TAX,NAT,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	28.4900 	28.4900 	32.8300 	32.8300 	34.8000 	34.8000 	: 	36.6500 	36.6500 	37.5800 	39.6600 	43.4500 	49.7700 	52.1200 	52.1200 
S,4100,4141050,GJ_GCV,I_TAX,NAT,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17.8600 	17.2100 	18.3100 	18.2800 	18.8200 	: 	19.6980 	20.3880 	21.4100 	21.8200 	21.9660 	22.2010 
S,4100,4141050,GJ_GCV,I_TAX,NAT,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18.2900 	24.2656 	27.9187 	29.4268 	30.6963 	30.7500 
S,4100,4141050,GJ_GCV,I_TAX,NAT,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	151.4200 	151.1000 	151.1000 	151.1000 	151.1000 	151.1000 	151.1000 	151.1000 	151.1000 	187.0000 	200.8000 	205.0000 	205.0000 	208.5000 	243.3000 	221.3000 	221.3000 	226.6000 	218.9000 	308.4000 	315.5000 	295.9000 	: 
S,4100,4141050,GJ_GCV,I_TAX,NAT,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3850.0000 	3845.0000 	3828.0000 	3850.0000 	4053.0000 	4337.0000 	4827.0000 	4739.0000 	20.6000 	21.7000 
S,4100,4141050,GJ_GCV,I_TAX,NAT,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	437.0000 	437.0000 	498.0000 	487.0000 	821.0000 	822.0000 	795.0000 	770.0000 
S,4100,4141050,GJ_GCV,I_TAX,NAT,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15.9500 
S,4100,4141050,GJ_GCV,I_TAX,NAT,UK	: 	: 	: 	: 	: 	: 	: 	8.6500 	8.8000 	8.8000 	8.6400 	8.4700 	8.4700 	8.4700 	9.1400 	9.4100 	9.3600 	9.3100 	9.2600 	9.2200 	9.0500 	8.7300 	8.8600 	8.5200 	8.4800 	8.3900 	6.5500 	6.6200 	6.8500 	6.9000 	6.9900 	7.0100 	7.0900 	7.6500 	5.6500 	6.3600 	6.4500 	7.0500 	8.4100 	9.8300 	9.0100 
S,4100,4141050,GJ_GCV,I_TAX,PPS,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20.9442 	20.5654 	20.5156 	20.9516 	23.0656 	23.0656 	23.5858 p	23.5858 p
S,4100,4141050,GJ_GCV,I_TAX,PPS,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18.5689 	19.6286 	21.3102 	22.0706 	20.9952 p	19.9143 p
S,4100,4141050,GJ_GCV,I_TAX,PPS,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	19.4136 	19.5825 	18.6123 	19.3626 	21.2104 	22.1688 	19.9616 p	18.8801 p
S,4100,4141050,GJ_GCV,I_TAX,PPS,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13.9121 	13.9121 	16.1959 	17.8222 	19.0547 	17.6109 	17.5996 	18.6716 	19.6512 	18.7340 	20.0577 	20.3537 	22.4828 	22.7289 	21.3248 p	21.9083 p
S,4100,4141050,GJ_GCV,I_TAX,PPS,DE	17.2846 	17.3826 	14.1221 	13.5367 	13.9248 	14.9689 	: 	14.3057 	14.7182 	14.3843 	14.1359 	15.6476 	15.7369 	15.6753 	15.6219 	14.7312 	14.8029 	14.9889 	14.8073 	15.5160 	15.5422 	15.3519 	15.2598 	15.2929 	15.3062 	16.4674 	17.5668 	19.1397 	19.6151 	19.5875 	19.1012 	20.5291 	20.6974 	20.8731 	20.8467 	23.0382 	22.7057 	24.9785 	26.0124 	27.7082 p	26.9504 p
S,4100,4141050,GJ_GCV,I_TAX,PPS,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	19.3702 	19.3702 	20.9108 	20.9108 	21.8436 	21.8436 	21.4222 	21.4222 	20.8878 	20.8878 	20.9853 	27.1578 	31.0144 	29.7762 	32.5266 	39.9064 	33.4102 p	35.2119 p
S,4100,4141050,GJ_GCV,I_TAX,PPS,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14.3150 	: 	14.1186 	14.1019 	13.7576 	13.7576 	13.1817 	13.1733 	14.6600 p	17.4203 p
S,4100,4141050,GJ_GCV,I_TAX,PPS,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18.7740 	18.9820 	20.4565 	20.8683 	21.2140 p	20.7869 p
S,4100,4141050,GJ_GCV,I_TAX,PPS,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15.9882 	: 	: 	17.1756 	19.0967 	19.7864 	19.5208 p	19.5208 p
S,4100,4141050,GJ_GCV,I_TAX,PPS,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13.1843 	13.1843 	12.6871 	12.6871 	12.9814 p	: 
S,4100,4141050,GJ_GCV,I_TAX,PPS,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.7043 	5.7043 	5.3330 	5.3330 	4.8120 	4.8120 	5.7031 p	5.7031 p	5.2449 p	6.7870 p	6.9776 p	7.9489 p	7.8032 p	7.8032 p	7.3391 	9.1106 	8.5291 	9.5502 	9.2365 	10.3268 	9.8139 	9.8139 	9.2343 	10.3346 	10.7027 	10.7027 	10.5754 	11.1754 	10.9310 	10.9328 	14.0330 p	20.3962 p
S,4100,4141050,GJ_GCV,I_TAX,PPS,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18.1864 	18.1859 	19.9664 	19.9664 	24.6221 	24.6221 	32.9500 p	29.6555 p
S,4100,4141050,GJ_GCV,I_TAX,PPS,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15.5728 	15.5728 	15.0326 	16.8477 	18.1452 	18.6364 	18.7795 p	: 
S,4100,4141050,GJ_GCV,I_TAX,PPS,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17.0138 	16.3665 	16.3125 	14.7773 	16.8959 	18.8275 	18.0144 p	18.0361 p
S,4100,4141050,GJ_GCV,I_TAX,PPS,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13.8940 	14.4926 	16.0289 	16.4480 	19.1457 p	18.2702 p
S,4100,4141050,GJ_GCV,I_TAX,PPS,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9.1647 	17.1569 	12.8363 	12.6045 	12.7086 	14.8088 	15.0380 p	15.1114 p
S,4100,4141050,GJ_GCV,I_TAX,PPS,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11.0156 	11.0704 	18.8706 	19.0322 	21.1865 	21.3881 	22.5437 p	: 
S,4100,4141050,GJ_GCV,I_TAX,PPS,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13.7535 	13.4427 	15.4905 	15.5183 	16.4495 	16.1075 	: 	16.7472 	16.7472 	17.0689 	18.0137 	19.6929 	22.5573 	23.8383 p	23.8383 p
S,4100,4141050,GJ_GCV,I_TAX,PPS,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	23.4260 	22.5735 	22.0842 p	22.0480 p	22.4475 	: 	23.4584 	24.2801 	25.8356 	26.3304 	25.8363 p	26.1127 p
S,4100,4141050,GJ_GCV,I_TAX,PPS,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11.0247 	14.6266 	15.7313 	16.5811 	15.9277 p	15.9555 p
S,4100,4141050,GJ_GCV,I_TAX,PPS,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13.8917 	13.8807 	13.8807 	13.7690 	13.7690 	14.1430 	14.1430 	14.4555 	14.4555 	17.4727 	18.7621 	18.9034 	18.9034 	19.0829 	22.2680 	20.3304 	20.3304 	20.6388 	19.9375 	28.2508 	28.9012 	26.9718 p	: 
S,4100,4141050,GJ_GCV,I_TAX,PPS,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	22.2718 	22.2429 	22.1272 	22.2544 	23.5400 	25.1895 	28.0134 	27.5027 	28.4668 p	29.9869 p
S,4100,4141050,GJ_GCV,I_TAX,PPS,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	21.4409 	21.4409 	24.4504 	23.9103 	40.2856 	40.3347 	38.4058 p	37.1981 p
S,4100,4141050,GJ_GCV,I_TAX,PPS,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13.2562 p
S,4100,4141050,GJ_GCV,I_TAX,PPS,UK	: 	: 	: 	: 	: 	: 	: 	12.7732 	12.9947 	12.8824 	12.6482 	12.1629 	12.1629 	12.2125 	13.1786 	12.7706 	12.7028 	12.6634 	12.5953 	12.7314 	12.4967 	11.8936 	12.0707 	11.5673 	11.5130 	11.6629 	9.1051 	9.2599 	9.5816 	9.7649 	9.8923 	9.5066 	9.6151 	10.4259 	7.7001 	8.6216 	8.7436 	9.2702 	11.0585 	13.2437 p	12.1389 p
S,4100,4141050,GJ_GCV,X_TAX,EUR,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15.2800 	15.0300 	15.0300 	15.3800 	17.0400 	17.0400 	17.4300 	17.4300 
S,4100,4141050,GJ_GCV,X_TAX,EUR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15.4100 	16.2800 	17.6400 	18.3100 	17.5000 	16.5800 
S,4100,4141050,GJ_GCV,X_TAX,EUR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.6307 	5.6795 	5.5591 	5.7833 	6.5630 	6.8596 	6.4250 	6.0768 
S,4100,4141050,GJ_GCV,X_TAX,EUR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.1787 	5.2365 	6.3289 	7.2207 	8.0598 	8.0396 	7.5864 	7.8801 	8.1874 	8.3012 	9.3390 	9.5156 	10.9881 	11.2152 	10.7231 	10.8149 
S,4100,4141050,GJ_GCV,X_TAX,EUR,DE	15.8976 	16.3568 	13.9307 	12.9754 	12.4896 	13.6089 	: 	12.7537 	12.9774 	13.0168 	12.7642 	15.0601 	15.2029 	15.2757 	15.4052 	15.4531 	15.8098 	15.4388 	15.0615 	15.3007 	15.1050 	14.8901 	14.6817 	14.6229 	14.1832 	14.8837 	15.9421 	17.4862 	17.9463 	17.7800 	17.3100 	17.4100 	17.5580 	17.5560 	17.5300 	19.3800 	19.0700 	20.9600 	21.8900 	22.4400 	21.7800 
S,4100,4141050,GJ_GCV,X_TAX,EUR,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14.8605 	14.8653 	15.9244 	15.8924 	15.7592 	15.8005 	15.6413 	15.6472 	15.6423 	15.6406 	15.6094 	20.2407 	23.2242 	22.2300 	24.3523 	29.8786 	25.1814 	26.5824 
S,4100,4141050,GJ_GCV,X_TAX,EUR,EA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15.9000 	15.4900 	15.4900 	16.6400 	17.1500 	18.5600 	19.1400 	19.6500 	19.1900 p
S,4100,4141050,GJ_GCV,X_TAX,EUR,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6.8203 	: 	6.8202 	6.8104 	6.8175 	6.8175 	6.8168 	6.8123 	7.9909 	9.4960 
S,4100,4141050,GJ_GCV,X_TAX,EUR,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14.6907 	14.8500 	16.1500 	16.4700 	17.0169 	16.6743 
S,4100,4141050,GJ_GCV,X_TAX,EUR,EU15	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14.0700 	14.0400 	13.3600 	14.5300 	14.9700 	16.2300 	17.1900 	18.1900 	17.4100 p
S,4100,4141050,GJ_GCV,X_TAX,EUR,EU25	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13.3700 	12.7700 	13.8900 	14.3000 	15.6100 	16.4800 	17.4900 	: 
S,4100,4141050,GJ_GCV,X_TAX,EUR,EU27_2007	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13.7000 	14.1400 	15.4300 	16.3000 	17.3000 	16.7900 p
S,4100,4141050,GJ_GCV,X_TAX,EUR,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15.0100 	: 	: 	15.9000 	17.3800 	17.9900 	17.9900 	17.9900 
S,4100,4141050,GJ_GCV,X_TAX,EUR,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6.2747 	6.4811 	6.4211 	6.5330 	6.4264 	: 
S,4100,4141050,GJ_GCV,X_TAX,EUR,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.2114 	2.0735 	2.3042 	2.1747 	2.0994 	1.9341 	2.6346 	2.1447 	2.1476 	2.6180 	2.9968 	3.2522 	3.3439 	3.1377 	2.9894 	3.7162 	3.6509 	4.0046 	3.9323 	4.6802 	4.7781 	4.7223 	4.8466 	4.9451 	5.1800 	5.4792 	5.5550 	5.8704 	5.7650 	5.2095 	7.1654 	10.7089 
S,4100,4141050,GJ_GCV,X_TAX,EUR,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18.9100 	18.9070 	20.9700 	20.9700 	26.2600 	26.2640 	35.1420 	31.6280 
S,4100,4141050,GJ_GCV,X_TAX,EUR,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11.7160 	11.7160 	10.9800 	13.0550 	13.3700 	13.6300 	14.2640 	: 
S,4100,4141050,GJ_GCV,X_TAX,EUR,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6.8373 	6.5802 	6.8321 	6.1892 	7.3016 	8.1354 	8.1364 	8.1470 
S,4100,4141050,GJ_GCV,X_TAX,EUR,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14.2990 	14.9100 	16.3646 	16.7900 	20.8923 	19.9369 
S,4100,4141050,GJ_GCV,X_TAX,EUR,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.7573 	7.1407 	5.3856 	5.3010 	5.7471 	6.6954 	7.4552 	7.5047 
S,4100,4141050,GJ_GCV,X_TAX,EUR,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17.2467 	17.2900 	23.7600 	23.9000 	25.8300 	26.0100 	27.0800 	: 
S,4100,4141050,GJ_GCV,X_TAX,EUR,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.7614 	6.0506 	7.4397 	7.4912 	6.9762 	7.0067 	: 	6.3741 	6.7277 	7.5501 	7.9320 	9.3244 	10.2072 	11.0117 	11.3370 
S,4100,4141050,GJ_GCV,X_TAX,EUR,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17.0100 	16.3900 	17.4400 	17.4100 	17.9200 	: 	18.7600 	19.4170 	20.3900 	20.7800 	20.9200 	21.1440 
S,4100,4141050,GJ_GCV,X_TAX,EUR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.0269 	5.7203 	6.4367 	6.9238 	7.6042 	8.2437 
S,4100,4141050,GJ_GCV,X_TAX,EUR,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11.6883 	11.3644 	10.9402 	10.8288 	10.7677 	10.7018 	11.1154 	11.2716 	11.5261 	13.0818 	13.7742 	13.6657 	13.5938 	13.2777 	16.4823 	13.8998 	13.5165 	14.1253 	12.8983 	20.5346 	21.3518 	19.9020 	: 
S,4100,4141050,GJ_GCV,X_TAX,EUR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13.0816 	12.8563 	12.6413 	12.5801 	13.2918 	14.2976 	16.0051 	15.6856 	16.3800 	17.3000 
S,4100,4141050,GJ_GCV,X_TAX,EUR,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9.0103 	9.1982 	10.8366 	10.5436 	18.4039 	18.0056 	19.2225 	19.4143 
S,4100,4141050,GJ_GCV,X_TAX,EUR,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7.3802 
S,4100,4141050,GJ_GCV,X_TAX,EUR,UK	: 	: 	: 	: 	: 	: 	: 	12.3244 	12.6231 	12.3216 	12.0977 	10.7099 	11.1390 	11.3480 	10.7143 	11.0491 	10.2825 	10.2126 	10.4931 	11.6477 	12.6784 	12.4951 	12.6412 	11.5520 	12.2836 	12.9217 	10.0154 	9.9244 	10.7301 	10.6554 	10.4274 	10.1505 	9.6367 	10.5180 	8.0810 	8.6736 	8.9447 	9.7816 	11.6455 	14.1089 	12.7372 
S,4100,4141050,GJ_GCV,X_TAX,NAC,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15.2800 	15.0300 	15.0300 	15.3800 	17.0400 	17.0400 	17.4300 	17.4300 
S,4100,4141050,GJ_GCV,X_TAX,NAC,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15.4100 	16.2800 	17.6400 	18.3100 	17.5000 	16.5800 
S,4100,4141050,GJ_GCV,X_TAX,NAC,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11.0120 	11.1080 	10.8730 	11.3110 	12.8360 	13.4160 	12.5660 	11.8850 
