freq,product,consom,unit,tax,currency,geo\TIME_PERIOD	1985-S1 	1986-S1 	1987-S1 	1988-S1 	1989-S1 	1990-S1 	1990-S2 	1991-S1 	1991-S2 	1992-S1 	1992-S2 	1993-S1 	1993-S2 	1994-S1 	1994-S2 	1995-S1 	1995-S2 	1996-S1 	1996-S2 	1997-S1 	1997-S2 	1998-S1 	1998-S2 	1999-S1 	1999-S2 	2000-S1 	2000-S2 	2001-S1 	2001-S2 	2002-S1 	2002-S2 	2003-S1 	2003-S2 	2004-S1 	2004-S2 	2005-S1 	2005-S2 	2006-S1 	2006-S2 	2007-S1 	2007-S2 
S,4100,4141050,GJ_GCV,X_VAT,NAT,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17.9700 	17.6400 	17.6400 	18.0200 	19.5800 	19.5800 	20.0800 	20.0800 
S,4100,4141050,GJ_GCV,X_VAT,NAT,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15.7800 	16.6900 	18.0600 	18.7200 	17.8300 	16.8100 
S,4100,4141050,GJ_GCV,X_VAT,NAT,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11.0120 	11.1080 	10.8730 	11.3110 	12.8360 	13.4160 	12.5660 	11.8850 
S,4100,4141050,GJ_GCV,X_VAT,NAT,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	186.4600 	186.4600 	222.3200 	244.5520 	258.4470 	238.9940 	238.8890 	251.2170 	267.9234 	261.8600 	283.0100 	287.1800 	315.6000 	319.0500 	298.5300 	306.7000 
S,4100,4141050,GJ_GCV,X_VAT,NAT,DE	35.3600 	35.6200 	28.7600 	26.8000 	26.7500 	28.4000 	: 	26.7400 	27.5500 	27.4300 	26.9500 	30.4900 	30.6600 	30.6600 	30.5500 	30.3800 	30.5300 	30.1400 	29.7800 	30.8300 	30.8900 	30.4200 	29.9700 	29.6000 	29.6300 	31.0000 	33.0700 	36.0900 	36.9900 	18.7500 	18.2800 	18.9300 	19.0870 	19.0840 	19.0600 	20.9000 	20.6000 	22.4900 	23.4200 	23.9700 	23.3100 
S,4100,4141050,GJ_GCV,X_VAT,NAT,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	149.0200 	149.0200 	159.9400 	159.9400 	167.2200 	167.2200 	167.2200 	167.2200 	167.2200 	167.2200 	167.2200 	216.4000 	248.5000 	238.5000 	261.3000 	320.6000 	270.0000 	284.5000 
S,4100,4141050,GJ_GCV,X_VAT,NAT,EA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16.0600 	15.9900 	15.9900 	17.3200 	17.7400 	19.3100 	19.9300 	20.3300 	19.8700 p
S,4100,4141050,GJ_GCV,X_VAT,NAT,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	106.7140 	: 	106.7136 	106.5600 	106.6700 	106.6700 	106.6600 	106.5900 	125.0300 	148.5800 
S,4100,4141050,GJ_GCV,X_VAT,NAT,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14.6907 	14.8500 	16.1500 	16.4700 	17.0169 	16.6743 
S,4100,4141050,GJ_GCV,X_VAT,NAT,EU15	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14.2300 	14.4400 	13.7700 	15.0900 	15.4600 	16.8400 	17.8400 	18.7500 	17.9700 p
S,4100,4141050,GJ_GCV,X_VAT,NAT,EU25	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13.7300 	13.1500 	14.3900 	14.7500 	16.1600 	17.0800 	18.0000 	: 
S,4100,4141050,GJ_GCV,X_VAT,NAT,EU27_2007	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14.2000 	14.5800 	15.9800 	16.8900 	17.8000 	17.3000 p
S,4100,4141050,GJ_GCV,X_VAT,NAT,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15.0100 	: 	: 	15.9000 	17.3800 	17.9900 	17.9900 	17.9900 
S,4100,4141050,GJ_GCV,X_VAT,NAT,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	50.1100 	50.1100 	50.1100 	50.1100 	50.1100 	: 
S,4100,4141050,GJ_GCV,X_VAT,NAT,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	220.1300 	220.1300 	234.0000 	234.0000 	238.5000 	238.5000 	364.5000 	364.5000 	393.6600 	509.4000 	605.1600 	689.4000 	749.7000 	749.7000 	749.7000 	930.6500 	930.6500 	1042.0700 	1042.0700 	1165.0800 	1165.0800 	1165.0800 	1165.0800 	1304.1700 	1369.1900 	1369.1900 	1369.1900 	1446.8700 	1445.3500 	1445.5800 	1819.1500 	2644.0200 
S,4100,4141050,GJ_GCV,X_VAT,NAT,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18.9100 	18.9070 	20.9700 	20.9700 	26.2600 	26.2640 	35.1420 	31.6280 
S,4100,4141050,GJ_GCV,X_VAT,NAT,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14.4470 	14.4470 	14.0450 	15.7290 	16.7800 	17.2300 	17.4390 	: 
S,4100,4141050,GJ_GCV,X_VAT,NAT,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	23.6100 	22.7200 	23.5900 	21.3700 	25.2110 	28.0900 	28.0933 	28.1300 
S,4100,4141050,GJ_GCV,X_VAT,NAT,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14.2990 	14.9100 	16.3646 	16.7900 	20.8923 	19.9369 
S,4100,4141050,GJ_GCV,X_VAT,NAT,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.5200 	4.7100 	3.7500 	3.6900 	4.0000 	4.6600 	5.2000 	5.2300 
S,4100,4141050,GJ_GCV,X_VAT,NAT,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9.8418 	9.8900 	16.6800 	16.8200 	18.5500 	18.7200 	19.7100 	: 
S,4100,4141050,GJ_GCV,X_VAT,NAT,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	23.3500 	23.3500 	26.9100 	26.9100 	28.5200 	28.5200 	: 	30.0400 	30.0400 	30.8000 	32.5100 	35.6200 	40.7900 	42.7200 	42.7200 
S,4100,4141050,GJ_GCV,X_VAT,NAT,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17.0100 	16.3900 	17.4400 	17.4100 	17.9200 	: 	18.7600 	19.4170 	20.3900 	20.7800 	20.9200 	21.1440 
S,4100,4141050,GJ_GCV,X_VAT,NAT,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15.3700 	20.3913 	23.4611 	24.7284 	25.7951 	25.8400 
S,4100,4141050,GJ_GCV,X_VAT,NAT,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	120.8600 	120.8000 	120.8000 	120.8000 	120.8000 	120.8000 	120.8000 	120.8000 	120.8000 	149.6000 	160.7000 	164.0000 	164.0000 	166.8000 	194.7000 	177.1000 	177.1000 	181.3000 	175.2000 	246.8000 	252.4000 	236.7000 	: 
S,4100,4141050,GJ_GCV,X_VAT,NAT,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3208.0000 	3205.0000 	3190.0000 	3208.0000 	3378.0000 	3614.0000 	4023.0000 	3949.0000 	17.1700 	18.0800 
S,4100,4141050,GJ_GCV,X_VAT,NAT,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	367.0000 	367.0000 	418.0000 	410.0000 	690.0000 	691.0000 	668.0000 	647.0000 
S,4100,4141050,GJ_GCV,X_VAT,NAT,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13.5100 
S,4100,4141050,GJ_GCV,X_VAT,NAT,UK	: 	: 	: 	: 	: 	: 	: 	8.6500 	8.8000 	8.8000 	8.6400 	8.4700 	8.4700 	8.4700 	8.4700 	8.7100 	8.6700 	8.6200 	8.5800 	8.5300 	8.3800 	8.3100 	8.4400 	8.1200 	8.0800 	7.9900 	6.2400 	6.3000 	6.5300 	6.5700 	6.6600 	6.6700 	6.7500 	7.2800 	5.3800 	6.0600 	6.1500 	6.7100 	8.0100 	9.3600 	8.5900 
S,4100,4141050,GJ_GCV,X_VAT,PPS,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17.4568 	17.1362 	17.0947 	17.4629 	19.2262 	19.2262 	19.6516 p	19.6516 p
S,4100,4141050,GJ_GCV,X_VAT,PPS,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15.3412 	16.2259 	17.6058 	18.2492 	17.3629 p	16.3697 p
S,4100,4141050,GJ_GCV,X_VAT,PPS,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16.1773 	16.3183 	15.5098 	16.1346 	17.6756 	18.4742 	16.6349 p	15.7334 p
S,4100,4141050,GJ_GCV,X_VAT,PPS,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11.4029 	11.4029 	13.2754 	14.6029 	15.6131 	14.4379 	14.5535 	15.3046 	16.1076 	15.7430 	16.8553 	17.1036 	18.8933 	19.0999 	17.9200 p	18.4105 p
S,4100,4141050,GJ_GCV,X_VAT,PPS,DE	15.1621 	15.2467 	12.3903 	11.8751 	12.2127 	13.1290 	: 	12.5339 	12.9135 	12.6178 	12.3970 	13.6080 	13.6838 	13.6303 	13.5814 	12.8086 	12.8719 	13.0342 	12.8785 	13.4901 	13.5163 	13.3506 	13.1531 	13.1820 	13.1953 	14.2000 	15.1482 	16.4976 	16.9090 	16.8858 	16.4625 	17.6966 	17.8433 	17.9936 	17.9710 	19.8556 	19.5706 	21.5318 	22.4222 	23.2877 p	22.6465 p
S,4100,4141050,GJ_GCV,X_VAT,PPS,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15.4957 	15.4957 	16.7290 	16.7290 	17.4753 	17.4753 	17.1382 	17.1382 	16.7106 	16.7106 	16.7887 	21.7263 	24.8135 	23.8150 	26.0233 	31.9291 	26.7282 p	28.1636 p
S,4100,4141050,GJ_GCV,X_VAT,PPS,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12.1346 	: 	11.9681 	11.9509 	11.6590 	11.6590 	11.1708 	11.1635 	12.4234 p	14.7634 p
S,4100,4141050,GJ_GCV,X_VAT,PPS,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16.1845 	16.3600 	17.6387 	17.9882 	18.2879 p	17.9197 p
S,4100,4141050,GJ_GCV,X_VAT,PPS,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13.7922 	: 	: 	14.8017 	16.4226 	16.9990 	16.7708 p	16.7708 p
S,4100,4141050,GJ_GCV,X_VAT,PPS,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10.9526 	10.9526 	10.5397 	10.5397 	10.7841 p	: 
S,4100,4141050,GJ_GCV,X_VAT,PPS,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.7043 	5.7043 	5.0312 	5.0312 	4.3745 	4.3745 	5.0920 p	5.0920 p	4.6830 p	6.0598 p	6.2300 p	7.0972 p	6.9672 p	6.9672 p	6.5528 	8.1344 	7.6152 	8.5269 	8.2468 	9.2203 	8.7624 	8.7624 	8.2449 	9.2292 	9.3067 	9.3067 	9.1960 	9.7177 	9.5053 	9.5068 	11.6942 p	16.9968 p
S,4100,4141050,GJ_GCV,X_VAT,PPS,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16.0254 	16.0229 	17.5923 	17.5923 	21.6899 	21.6932 	29.0310 p	26.1280 p
S,4100,4141050,GJ_GCV,X_VAT,PPS,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14.1568 	14.1568 	13.6691 	15.3080 	16.4849 	16.9270 	17.0553 p	: 
S,4100,4141050,GJ_GCV,X_VAT,PPS,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14.4184 	13.8749 	13.8222 	12.5215 	14.3186 	15.9537 	15.2664 p	15.2864 p
S,4100,4141050,GJ_GCV,X_VAT,PPS,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13.1075 	13.6676 	15.1216 	15.5147 	18.0620 p	17.2360 p
S,4100,4141050,GJ_GCV,X_VAT,PPS,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7.7761 	14.5340 	10.8660 	10.6921 	10.7700 	12.5471 	12.7357 p	12.8092 p
S,4100,4141050,GJ_GCV,X_VAT,PPS,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9.2568 	9.3021 	15.8570 	15.9901 	17.8074 	17.9706 	18.9483 p	: 
S,4100,4141050,GJ_GCV,X_VAT,PPS,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11.2721 	11.0174 	12.6972 	12.7200 	13.4811 	13.2007 	: 	13.7268 	13.7268 	13.9894 	14.7661 	16.1441 	18.4873 	19.5390 p	19.5390 p
S,4100,4141050,GJ_GCV,X_VAT,PPS,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	22.3111 	21.4979 	21.0349 p	20.9987 p	21.3740 	: 	22.3413 	23.1237 	24.6048 	25.0754 	24.6060 p	24.8694 p
S,4100,4141050,GJ_GCV,X_VAT,PPS,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9.2646 	12.2913 	13.2196 	13.9337 	13.3845 p	13.4078 p
S,4100,4141050,GJ_GCV,X_VAT,PPS,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11.0881 	11.0972 	11.0972 	11.0079 	11.0079 	11.3069 	11.3069 	11.5567 	11.5567 	13.9782 	15.0153 	15.1227 	15.1227 	15.2663 	17.8199 	16.2698 	16.2698 	16.5129 	15.9573 	22.6080 	23.1210 	21.5757 p	: 
S,4100,4141050,GJ_GCV,X_VAT,PPS,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18.5579 	18.5406 	18.4394 	18.5434 	19.6196 	20.9903 	23.3474 	22.9179 	23.7269 p	24.9845 p
S,4100,4141050,GJ_GCV,X_VAT,PPS,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18.0064 	18.0064 	20.5226 	20.1298 	33.8576 	33.9066 	32.2705 p	31.2560 p
S,4100,4141050,GJ_GCV,X_VAT,PPS,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11.2283 p
S,4100,4141050,GJ_GCV,X_VAT,PPS,UK	: 	: 	: 	: 	: 	: 	: 	12.7732 	12.9947 	12.8824 	12.6482 	12.1629 	12.1629 	12.2125 	12.2125 	11.8206 	11.7664 	11.7248 	11.6704 	11.7786 	11.5715 	11.3214 	11.4985 	11.0243 	10.9700 	11.1068 	8.6742 	8.8123 	9.1340 	9.2979 	9.4253 	9.0455 	9.1540 	9.9216 	7.3322 	8.2149 	8.3369 	8.8231 	10.5325 	12.6105 p	11.5731 p
S,4100,4141100,GJ_GCV,I_TAX,EUR,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17.1400 	17.1400 	17.5000 	19.4900 	19.4900 	19.8600 	19.8600 
S,4100,4141100,GJ_GCV,I_TAX,EUR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17.1600 	18.0800 	18.8300 	19.4400 	17.9700 	16.8600 
S,4100,4141100,GJ_GCV,I_TAX,EUR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6.2719 	6.3192 	6.8444 	6.9787 	7.1127 	7.5677 	8.1005 	7.9793 
S,4100,4141100,GJ_GCV,I_TAX,EUR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.5251 	5.5867 	6.8510 	7.9100 	8.6665 	8.6660 	8.0275 	8.4436 	8.7618 	8.6289 	9.8129 	10.0179 	11.5455 	11.8008 	11.0413 	11.1598 
S,4100,4141100,GJ_GCV,I_TAX,EUR,DE	14.2521 	14.6577 	12.0997 	11.1307 	11.1893 	12.1635 	: 	11.4798 	11.8432 	11.8696 	11.6920 	13.8447 	14.4289 	14.4981 	14.6128 	14.1855 	13.9734 	13.5421 	13.0729 	13.8593 	13.6900 	13.4831 	13.4705 	13.3038 	13.3140 	14.0554 	15.3643 	17.1641 	17.6907 	17.3500 	16.9100 	17.5300 	17.8400 	17.8170 	17.7900 	19.4700 	19.6500 	21.8400 	22.9100 	24.1700 	23.6000 
S,4100,4141100,GJ_GCV,I_TAX,EUR,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13.9709 	14.9419 	18.1410 	19.0149 	22.0037 	19.7013 	17.9836 	18.6458 	18.9804 	18.1591 	19.1190 	24.7865 	28.4389 	27.2310 	29.8205 	36.5942 	30.8429 	32.5628 
S,4100,4141100,GJ_GCV,I_TAX,EUR,EA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16.0400 	16.2600 	16.2600 	17.3000 	17.9600 	19.7000 	20.4000 	21.0600 	20.6300 p
S,4100,4141100,GJ_GCV,I_TAX,EUR,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.9855 	: 	5.9855 	5.9968 	5.9911 	5.9911 	5.9911 	6.3541 	6.6852 	7.7429 
S,4100,4141100,GJ_GCV,I_TAX,EUR,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15.1369 	15.3200 	16.8300 	17.1630 	17.7329 	17.3355 
S,4100,4141100,GJ_GCV,I_TAX,EUR,EU15	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14.1000 	14.1800 	13.7800 	14.8900 	15.4200 	16.9200 	17.9600 	18.9800 	18.1600 p
S,4100,4141100,GJ_GCV,I_TAX,EUR,EU25	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13.8000 	13.1900 	14.2500 	14.7800 	16.3300 	17.1500 	18.1800 	: 
S,4100,4141100,GJ_GCV,I_TAX,EUR,EU27_2007	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14.0700 	14.6300 	16.1600 	16.9800 	18.0000 	17.5000 p
S,4100,4141100,GJ_GCV,I_TAX,EUR,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15.3100 	: 	: 	16.3000 	18.0600 	18.7900 	18.7900 	18.7900 
S,4100,4141100,GJ_GCV,I_TAX,EUR,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7.9900 	8.2528 	8.1765 	8.3190 	8.1833 	: 
S,4100,4141100,GJ_GCV,I_TAX,EUR,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.2114 	2.0735 	2.4424 	2.3051 	2.3094 	2.1275 	2.9507 	2.4021 	2.4054 	2.9321 	3.3564 	3.6425 	3.7451 	3.5142 	3.3481 	3.7293 	3.6638 	4.0186 	3.9462 	4.6961 	4.7943 	4.7384 	4.8631 	4.9631 	5.2216 	5.5232 	5.5996 	5.8720 	5.7657 	5.2102 	7.4397 	11.6591 
S,4100,4141100,GJ_GCV,I_TAX,EUR,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17.8184 	19.7600 	19.7600 	24.7500 	24.7500 	33.1190 	29.8010 
S,4100,4141100,GJ_GCV,I_TAX,EUR,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15.8920 	15.8920 	15.4460 	17.3110 	18.4700 	18.9700 	19.2020 	: 
S,4100,4141100,GJ_GCV,I_TAX,EUR,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8.0681 	7.7618 	8.0630 	6.8901 	8.2019 	9.1143 	9.1134 	9.1259 
